fund_token,award_year_token,sel_set_year_token,fund_family,fund_ledger_number,fund_list_sequence,fund_long_name,fund_short_name,fund_desc,fund_type,fund_source,fund_gov_id,fund_lock,scan_group_1,fund_min,fund_max,fund_balance,fund_number_award,fund_amt_award,fund_number_accept,fund_amt_accept,fund_amt_paid,fund_number_paid,fund_available_dollars,fund_rounding,fund_distribution,fund_disbursement,fund_alternate,fund_real_dollars,fund_tfc_replacement,fund_need_based,fund_equity_offset,net_proceeds_percent,message_token,non_pars_flag,scan_group_2,direct_loan,dflt_ln_interest_rate,dflt_ln_deferment_request,dflt_ln_capitalize_interest,dflt_ln_eft_authorization,dflt_ln_borrower_signature,dflt_ln_first_time_borrower,ext_fund_code,fund_grant_subtype,fund_loan_subtype,alternative_loan,alp_loan_program_id,alp_lender,alp_guarantor,loan_type,anticipated,fund_external_name,fund_family_2,renewable,renew_increment_type,renew_increment_amt,renew_default_status,bypass_disb_rules,web_description,include_in_need_based,hold_release_flag,direct_loan_disbursement_option,fund_reduce_netpartner,web_display,alt_fund_satisfactory_progress,fin_aid_disclosure_category,report_as_additional_unsub,gainful_employment_reporting,bypass_ext_disb_tracking_status,unreconciled_changes,reconciliation_date,estimated_award,disburse_estimated,cod_reporting_if_estimated,default_award_status,web_display_awards_page,web_display_accept_awards_page,active_fund,bypass_fed_pack_requirements,fund_job_subtype,date_message_assigned,disb_to_date_option,cfp_category,bypass_coa,include_in_CDS,include_in_IPEDS,include_in_LCME,origination_fee,fvt_gv_fund_rep_type,File_Name,Snapshot_Date
4214,2019,null,null,3474,31,New Admit Student Day Sch,New Admit,null,G,I,null,N,null,1,2000,2000,0,0,0,0,0,0,2000,0,1,N,0,2000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,0,null,null,null,N,R,G,Y,Y,N,,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4215,2019,1605,null,3475,4,IWS - Campus Ministry,IWS-CamMin,Institutional Work Study,J,I,null,N,null,1,1400,1400,0,0,0,0,0,0,1400,0,1,N,null,1400,Y,N,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,WS,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4216,2019,1605,null,3476,4,IWS - Mail Services,IWS - Mail,Institutional Work Study,J,I,null,N,null,1,1400,9600,0,0,0,0,0,0,9600,0,1,N,null,9600,Y,N,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,WS,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4217,2019,1605,null,3477,8,UNCF Exxon Mobile Scholarship,UNCF Exxon,UNCF Exxon Mobile Scholarship,G,P,null,N,null,1,8531,11947,0,0,0,0,0,0,11947,0,1,Y,null,11947,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,UNCF Exxon Mobile/CESA,null,N,null,0,null,null,null,N,R,G,Y,Y,N,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4218,2019,1605,null,3724,1,Walter & Sammie Sutton End. Scholarship,Sutton End,null,G,I,null,N,null,1,2000,4000,0,0,0,0,0,0,4000,0,1,Y,null,4000,null,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,0,null,null,null,N,R,G,Y,Y,N,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4219,2019,1605,null,3725,4,BCF Hispanic Scholarship Fund,BCF Hispan,null,G,I,null,N,null,1,2500,10000,0,0,0,0,0,0,10000,0,1,Y,null,10000,Y,null,Y,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,0,null,null,null,N,R,G,Y,Y,N,IG,false,false,false,false,null,false,false,1,P,true,true,false,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4220,2019,null,null,4220,9,Provost Scholarship,Provost,Provost Scholarship,G,I,null,N,null,1000,4620,128400,11,87991,11,87991,87991,11,40409,0,1,Y,null,128400,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4221,2019,null,null,4221,115,Chairperson's Schol,Chair,Chairperson's Scholarship,G,I,null,N,null,500,2000,25000,8,12500,8,12500,12500,8,12500,0,1,Y,null,25000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4222,2019,null,null,4222,21,VA,VA,null,G,O,null,N,null,1,10000,143108,11,143108,11,143108,143108,11,0,0,1,Y,null,143108,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,0,null,null,null,N,R,G,Y,Y,N,,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4223,2019,1605,null,4223,1,Faculty Staff Discount,Facul/Staf,null,G,I,null,N,null,1000,9240,18725,4,16160,4,16160,16160,4,2565,0,1,Y,null,18725,Y,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,0,null,null,null,Y,R,G,Y,Y,N,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4224,2019,null,null,4224,7,Room Waiver,Rm Waiver,Room Waiver,G,I,null,N,null,1000,6846,135508,38,97513,38,97513,97513,38,37995,0,1,Y,null,135508,Y,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,Y,null,null,N,null,0,null,null,null,N,R,G,Y,Y,N,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4225,2018,null,null,4225,1,Texas Guaranteed Tuition Plan,TX Tuition,null,G,S,null,N,null,200,9999999,20296,2,20296,2,20296,20296,2,0,0,1,Y,null,20296,Y,N,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,SG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4226,2019,null,null,3814,6,Federal Subsidized Loan,Sub1Sem,FEDERAL DIRECT LOAN SUBSIDIZED,L,F,G,N,null,1,5500,10000000,0,0,0,0,0,0,10000000,0,1,Y,1,10000000,null,Y,N,null,null,N,null,Y,4.5,Y,N,Y,N,Y,null,null,STU,N,null,null,null,D,null,null,null,N,null,0,null,null,null,Y,R,N,Y,Y,N,LG1,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4227,2019,null,null,3815,6,Federal Unsubsidized Loan,Unsub1Sem,FEDERAL DIRECT LOAN UNSUBSIDIZED,L,F,U,N,null,1,12500,0,0,0,0,0,0,0,0,0,1,Y,1,0,Y,Y,N,null,null,N,null,Y,4.5,Y,N,Y,N,Y,null,null,STU,N,null,null,null,D,null,null,null,N,null,0,null,null,null,N,R,N,Y,Y,N,LG1,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4228,2019,null,null,3816,6,Federal PLUS Loan,PLUS1SEM,null,L,F,P,N,null,1,25000,0,0,0,0,0,0,0,0,0,1,Y,1,0,Y,Y,N,null,null,N,null,Y,6.8,Y,N,Y,N,N,null,null,PAR,N,null,null,null,D,Y,null,null,N,null,0,null,null,null,N,R,N,Y,Y,N,LG2,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4229,2017,1276,null,4229,4,CRB Spanish-Carmen Rosaria Battle Sch,CRB Span,null,G,P,null,N,null,1,2500,1537,1,1537,1,1537,1537,1,0,0,1,Y,null,1537,Y,null,Y,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,0,null,null,null,N,null,G,Y,Y,N,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4230,2018,1419,null,3338,4,Bridging the Gap,Bridge Gap,For Graduating Seniors who need assistance with their balance,G,I,null,N,null,500,2000,3000,0,0,0,0,0,0,3000,0,1,Y,null,3000,Y,null,Y,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,0,null,null,null,N,R,G,Y,Y,N,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4231,2019,null,null,3801,10,ELLEN DIGITAL SHOW SCHOLARSHIP,ELLEN D.,"One Time scholarship awarded to Mr. Michael Clark-Batiste on behalf of Robert and Christi Daniels, Dawn Syndicated Productions Inc. Sponsored by Cheerios.",G,P,null,N,null,10000,10000,10000,0,0,0,0,0,1,10000,0,1,Y,null,10000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,0,null,null,Private Scholarship for Michael Clak-Batiste #127754,N,R,G,Y,Y,N,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4232,2019,null,null,3806,10,Alpha Delta Kappa Scholarship,ADK Schh,"Scholarship awarded to Mr. Adrian Fitzgerald Evans Jr. from the Scholarship Committee Chairman, Andretta Lowry,  of the Texas Beta Chapter , Alpha Delta Kappa; 1518 Douglas Garland, TX 75041 (972) 278-9223.",G,P,null,N,null,200,150000,400,1,400,1,400,400,1,0,0,1,Y,null,400,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,0,null,null,null,N,R,G,Y,Y,N,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4233,2019,1697,null,4233,1,Texas Guaranteed Tuition Plan,TX Tuition,null,G,S,null,N,null,200,30000,40000,2,22673,2,22673,22673,2,17327,0,1,Y,null,40000,Y,N,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,SG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4234,2019,null,null,4234,633,Summer Bridge Scholarship,SumBridge, Wiley College Institutional Scholarship,G,I,null,N,null,1,19258,30000,28,25484,28,25484,25484,27,4516,0,1,Y,null,30000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4235,2020,null,null,4235,1,_____Federal Pell Grant,PELL,Federal Pell Grant,G,F,L,N,null,100,6345,15000000,681,2647217,513,2435944,2409557,500,12352783,0,null,Y,0,15000000,N,Y,N,0,null,Y,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,Y,R,G,N,Y,N,FG,false,false,false,false,2021-06-22T10:35:32.393Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4236,2020,2152,null,3234,10,Federal Unsubsidized Stafford Loan,FFEL-UNSUB,FAMILY FEDERAL EDUC. LOAN PROGRAM,L,F,U,N,null,500,5000,6000000,0,0,0,0,0,0,6000000,0,1,Y,null,6000000,Y,N,N,null,null,N,null,N,6.8,Y,N,Y,N,Y,null,null,STU,N,null,null,null,O,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,LG1,false,false,false,false,2021-06-14T15:06:45.167Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4237,2020,2007,null,4237,2,Federal SEOG,SEOG,"Supplemental Educational Opportunity Grant - Final Award allocation for 2020-2021 is $236,382.00",G,F,S,N,null,200,2000,236382,412,236382,407,236382,236382,401,0,0,1,Y,null,236382,N,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,Y,R,G,Y,Y,N,IG,false,false,false,false,2021-06-14T15:06:45.413Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4238,2020,2223,null,3236,6,Federal Subsidized Stafford Loan,FFEL-SUB,FAMILY FEDERAL EDUCATIONAL LOAN PROGRAM,L,F,G,N,null,200,5500,6000000,0,0,0,0,0,0,6000000,0,1,Y,null,6000000,N,Y,N,null,null,N,null,N,6.8,Y,N,Y,N,Y,null,null,STU,N,null,null,null,O,Y,null,null,N,null,0,null,N,null,Y,R,G,Y,Y,N,LG1,false,false,false,false,2021-06-14T15:06:45.167Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4239,2020,2224,null,3237,3,Federal College Work Study,Fed CWS,"Federal College Work-study - Final amount for 2020-2021 $264,321",J,F,W,N,null,1000,2000,264321,0,0,0,0,0,0,264321,0,1,N,null,264321,null,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,N,null,null,N,null,0,null,N,null,Y,R,G,Y,Y,N,WS,false,false,false,false,2021-06-14T15:06:45.167Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4240,2020,2211,null,4240,1,_____Tuition Equalization Grant,TEG,"Tuition Equalization Grant
2020-2021 (FY 2021) TEG REVISED Final Allocation Amount - $928,790
received roll-over amount of $100,331 bringing total to  - $1,029,121",G,S,null,N,null,200,5046,1029121,148,414335,145,414335,414335,136,614786,0,1,Y,null,1029121,null,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,Y,R,G,Y,Y,N,SG,false,false,false,false,2021-06-14T15:06:45.443Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4241,2020,null,null,3239,9,Academic Scholarship,ACADEMIC,Academic Scholarship,G,I,null,N,null,1000,4620,0,0,0,0,0,0,0,0,0,1,Y,null,0,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,IG,false,false,false,false,2021-06-14T15:06:45.067Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4242,2020,2007,null,4242,902,_____Presidential Scholarship,PRESIDENT,Presidential Scholarship,G,I,null,N,null,2000,18328,87994,2,13402,2,13402,13402,2,74592,0,1,Y,null,87994,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,IG,false,false,false,false,2021-06-14T15:06:45.380Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4243,2020,2223,null,3241,14,Federal PLUS Loan,FED PLUS,FAMILY FEDERAL LOAN PROGRAM PLUS LOAN,L,F,P,N,null,100,10000,100000000,0,0,0,0,0,0,100000000,0,1,Y,null,100000000,Y,N,N,null,null,N,null,Y,8.5,Y,N,Y,N,Y,null,null,PAR,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,LG2,false,false,false,false,2021-06-14T15:06:45.167Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4244,2020,2007,null,3242,4,Institutional Work Study,IWS,Institutional Work Study,J,I,null,N,null,2000,2000,0,0,0,0,0,0,0,0,0,1,N,null,0,Y,N,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,WS,false,false,false,false,2021-06-14T15:06:45.213Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4245,2020,2212,null,3488,12,_____Texas Work Study,TX CWS,Texas Work Study: 2020-2021 Texas College Work-Study (TCWS) Preliminary  Allocation amount is $3571,J,S,null,N,null,500,1500,3571,0,0,0,0,0,0,3571,0,1,N,null,3571,N,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,N,null,null,N,null,0,null,N,null,Y,R,G,Y,Y,N,WS,false,false,false,false,2021-06-14T15:06:45.467Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4246,2020,2007,null,3244,13,College Access Loan,CAL,College Access Loan,L,S,null,N,null,1,7500,14700,0,0,0,0,0,0,14700,0,1,Y,null,14700,Y,N,N,null,null,N,null,N,5.25,Y,,N,Y,Y,null,null,STU,N,null,null,null,O,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,LG1,false,false,false,false,2021-06-14T15:06:45.113Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4247,2020,2206,null,3245,50,_____Leveraging Educational Assist Part,LEAP,Leveraging Educational  Assistance Partnership,G,S,null,N,null,1,1,0,0,0,0,0,0,0,0,0,1,Y,null,0,null,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,Y,R,G,Y,Y,N,SG,false,false,false,false,2021-06-14T15:06:45.313Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4248,2020,null,null,4248,95,Choir Scholarship,CHOIR,Choir Scholarship,G,I,null,N,null,400,18328,308144,32,116052,32,116052,116052,31,192092,0,1,Y,null,308144,Y,N,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,IG,false,false,false,false,2021-06-14T15:06:45.127Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4249,2020,null,null,3991,311,TEACHER EDU SCHOLAR,EDUC. SCHL,TEACHER EDUCATION SCHOLARSHIP,G,O,null,N,null,500,18000,170325,0,0,0,0,0,0,170325,0,1,Y,null,170325,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,OG,false,false,false,false,2021-06-14T15:06:45.143Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4250,2020,null,null,3992,101,_____Lydia Patterson - Inst.,Lydia Patt,Lydia Patterson - Institutional,G,I,null,N,null,500,18000,391176,0,0,0,0,0,0,391176,0,1,Y,null,391176,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,IG,false,false,false,false,2021-06-14T15:06:45.330Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4251,2020,null,null,3494,115,_____ Honor's Scholarship,HONORS,Honor's Scholarship,G,I,null,N,null,500,2000,0,0,0,0,0,0,0,0,0,1,Y,null,0,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,IG,false,false,false,false,2021-06-14T15:06:45.197Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4252,2020,null,null,3250,54,_____Federal Perkins Loan,Perkins Ln,Federal Perkins Loan Program,L,F,N,N,null,100,6000,120000,0,0,0,0,0,0,120000,0,1,Y,null,120000,N,Y,N,null,null,N,null,N,5,Y,null,null,Y,Y,null,null,STU,N,null,null,null,null,N,null,null,N,null,0,null,N,null,Y,R,G,Y,Y,N,LG1,false,false,false,false,2021-06-14T15:06:45.367Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4253,2020,null,null,3251,260,BISHOP/WILEY COLLEGE  SCH FUND,BIS/WILEY,BISHOP/WILEY COLLEGE SCHOLARSHIP FUND,G,O,null,N,null,1000,2000,0,0,0,0,0,0,0,0,0,1,Y,null,0,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,OG,false,false,false,false,2021-06-14T15:06:45.097Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4254,2020,null,null,3252,75,_____Houston/Wiley Club Scholarship,Hou/Wiley,Houston/Wiley Club Scholarship,G,O,null,N,null,2500,5000,5000,0,0,0,0,0,0,5000,0,1,Y,null,5000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,OG,false,false,false,false,2021-06-14T15:06:45.197Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4255,2020,null,null,3253,125,_____UMC Minister's Discount,Min Discou, UNITED METHODIST MINISTER'S DISCOUNT,G,I,null,N,null,3000,3000,3000,0,0,0,0,0,0,3000,0,1,Y,null,3000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,IG,false,false,false,false,2021-06-14T15:06:45.347Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
4256,2020,null,null,4256,225,Americorps,Americorps,Americorps,G,O,null,N,null,3000,3000,0,0,0,0,0,0,0,0,null,1,Y,null,0,Y,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,N,R,G,Y,Y,N,OG,false,false,false,false,2021-06-14T15:06:45.067Z,false,false,1,P,true,true,true,false,null,null,G,NO,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
